location;start_date;end_date;day;plotid;municipality;U_landscape;U_local;urb_cat;phylum;class;order;suborder;length;width;area;biomass_indiv;n_indiv;sizeclass;ord_sub;func_species
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;PSOCOPTERA;ord;1,6;0,7;1,12;0,115710069;1;SC04;PSO_ord;SC04_PSO_ord
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;PSOCOPTERA;ord;1,6;0,7;1,12;0,115710069;1;SC04;PSO_ord;SC04_PSO_ord
P12SG;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;THYSANOPTERA;ord;0,8;0,3;0,24;0,02415702;1;SC02;THY_ord;SC02_THY_ord
P12SG;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;LOW;HIGHLOW;ARTHROPODA;INSECTA;THYSANOPTERA;ord;1,6;0,3;0,48;0,115710069;1;SC04;THY_ord;SC04_THY_ord
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;THYSANOPTERA;ord;0,9;0,2;0,18;0,03152449;1;SC02;THY_ord;SC02_THY_ord
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;INSECTA;TRICHOPTERA;ord;2,8;0,5;1,4;0,409861516;1;SC06;TRI_ord;SC06_TRI_ord
P12SR;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;HIGH;HIGHHIGH;ARTHROPODA;ARACHNIDA;ARANEAE;ord;0,6;0,5;0,3;0,012609034;1;SC02;ARA_ord;SC02_ARA_ord
P12SR;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;HIGH;HIGHHIGH;ARTHROPODA;ARACHNIDA;ARANEAE;ord;2;1,3;2,6;0,191596593;1;SC05;ARA_ord;SC05_ARA_ord
P12SR;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;HIGH;HIGHHIGH;ARTHROPODA;ARACHNIDA;ARANEAE;ord;3,1;1;3,1;0,515866611;1;SC07;ARA_ord;SC07_ARA_ord
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;ARACHNIDA;ARANEAE;ord;2,3;0,9;2,07;0,262763417;1;SC05;ARA_ord;SC05_ARA_ord
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;ARACHNIDA;ARANEAE;ord;0,9;0,5;0,45;0,03152449;1;SC02;ARA_ord;SC02_ARA_ord
P12SY;17/08/2021;24/08/2021;228;P12;Mechelen;HIGH;MEDIUM;HIGHMEDIUM;ARTHROPODA;ARACHNIDA;ARANEAE;ord;0,9;0,5;0,45;0,03152449;1;SC02;ARA_ord;SC02_ARA_ord
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;ARACHNIDA;ACARI(subclass);ACARI(subclass);0,4;0,2;0,08;0,005043309;1;SC01;ACA_ACA;SC01_ACA_ACA
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;ARACHNIDA;ACARI(subclass);ACARI(subclass);0,5;0,2;0,1;0,008350879;1;SC02;ACA_ACA;SC02_ACA_ACA
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;ARACHNIDA;ACARI(subclass);ACARI(subclass);0,5;0,2;0,1;0,008350879;1;SC02;ACA_ACA;SC02_ACA_ACA
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,6;0,1;0,06;0,012609034;1;SC02;HYM_APO;SC02_HYM_APO
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,3;0,5;0,65;0,072372232;1;SC03;HYM_APO;SC03_HYM_APO
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;3;0,8;2,4;0,47902042;1;SC07;HYM_APO;SC07_HYM_APO
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,6;0,2;0,12;0,012609034;1;SC02;HYM_APO;SC02_HYM_APO
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,3;0,4;0,52;0,072372232;1;SC03;HYM_APO;SC03_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,6;0,1;0,06;0,012609034;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,7;0,3;0,21;0,017864117;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,6;0,2;0,12;0,012609034;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,6;0,2;0,12;0,012609034;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;5,7;2;11,4;2,043323666;1;SC12;HYM_APO;SC12_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2,5;0,7;1,75;0,317252031;1;SC06;HYM_APO;SC06_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,7;0,6;1,02;0,132701109;1;SC04;HYM_APO;SC04_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,6;0,2;0,12;0,012609034;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,9;0,2;0,18;0,03152449;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,9;0,2;0,18;0,03152449;1;SC02;HYM_APO;SC02_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,3;0,3;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1;0,4;0,4;0,04;1;SC03;HYM_APO;SC03_HYM_APO
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;3,6;1,1;3,96;0,723275315;1;SC08;HYM_APO;SC08_HYM_APO
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;0,8;0,3;0,24;0,02415702;1;SC02;HYM_APO;SC02_HYM_APO
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,6;0,4;0,64;0,115710069;1;SC04;HYM_APO;SC04_HYM_APO
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;2;0,4;0,8;0,191596593;1;SC05;HYM_APO;SC05_HYM_APO
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HYMENOPTERA;APOCRITA;1,7;0,3;0,51;0,132701109;1;SC04;HYM_APO;SC04_HYM_APO
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,8;0,7;1,96;0,409861516;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,8;2,4;18,72;4,151392472;1;SC16;HEM_AUC;SC16_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;8,1;2,7;21,87;4,521016937;1;SC17;HEM_AUC;SC17_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,5;0,7;1,75;0,317252031;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,4;0,6;1,44;0,289292649;1;SC05;HEM_AUC;SC05_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;3,3;0,7;2,31;0,594157379;1;SC07;HEM_AUC;SC07_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;3;0,8;2,4;0,47902042;1;SC07;HEM_AUC;SC07_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,9;0,8;2,32;0,443689822;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;7,1;2;14,2;3,356632996;1;SC15;HEM_AUC;SC15_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,9;1;2,9;0,443689822;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,9;1;2,9;0,443689822;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,7;0,9;2,43;0,377521855;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,5;0,9;2,25;0,317252031;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;1,9;0,7;1,33;0,170625183;1;SC04;HEM_AUC;SC04_HEM_AUC
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;3;1;3;0,47902042;1;SC07;HEM_AUC;SC07_HEM_AUC
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;8,3;2,9;24,07;4,777233621;1;SC17;HEM_AUC;SC17_HEM_AUC
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,5;0,7;1,75;0,317252031;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;HEMIPTERA;AUCHENORRHYNCHA;2,5;1;2,5;0,317252031;1;SC06;HEM_AUC;SC06_HEM_AUC
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2;0,5;1;0,191596593;1;SC05;DIP_BRA;SC05_DIP_BRA
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,5;0,5;0,75;0,100006041;1;SC04;DIP_BRA;SC04_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,1;0,7;1,47;0,213931924;1;SC05;DIP_BRA;SC05_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,3;2,2;11,66;1,733498446;1;SC11;DIP_BRA;SC11_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,3;2,2;11,66;1,733498446;1;SC11;DIP_BRA;SC11_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,3;2,2;11,66;1,733498446;1;SC11;DIP_BRA;SC11_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,2;1;3,2;0,554241374;1;SC07;DIP_BRA;SC07_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,8;1,9;9,12;1,385687144;1;SC10;DIP_BRA;SC10_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;6,4;2,2;14,08;2,654768968;1;SC13;DIP_BRA;SC13_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,4;1,1;3,74;0,63562701;1;SC07;DIP_BRA;SC07_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;6,7;2,4;16,08;2,944347365;1;SC14;DIP_BRA;SC14_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;7,6;2,4;18,24;3,914702019;1;SC16;DIP_BRA;SC16_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,1;2,3;11,73;1,589163528;1;SC11;DIP_BRA;SC11_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,8;0,9;2,52;0,409861516;1;SC06;DIP_BRA;SC06_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,5;1,6;7,2;1,197623399;1;SC10;DIP_BRA;SC10_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,5;1,6;7,2;1,197623399;1;SC10;DIP_BRA;SC10_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,5;2,5;13,75;1,88486248;1;SC12;DIP_BRA;SC12_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,3;1,9;10,07;1,733498446;1;SC11;DIP_BRA;SC11_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;5,3;1,9;10,07;1,733498446;1;SC11;DIP_BRA;SC11_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,6;1;2,6;0,346656827;1;SC06;DIP_BRA;SC06_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;2,6;1;2,6;0,346656827;1;SC06;DIP_BRA;SC06_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,8;2,2;10,56;1,385687144;1;SC10;DIP_BRA;SC10_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,9;1,7;8,33;1,451787765;1;SC10;DIP_BRA;SC10_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;6,6;1,8;11,88;2,845963236;1;SC14;DIP_BRA;SC14_DIP_BRA
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;6,6;1,8;11,88;2,845963236;1;SC14;DIP_BRA;SC14_DIP_BRA
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;4,3;1,7;7,31;1,080683949;1;SC09;DIP_BRA;SC09_DIP_BRA
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;9,2;3,1;28,52;6,028655691;1;SC19;DIP_BRA;SC19_DIP_BRA
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;1,7;0,7;1,19;0,132701109;1;SC04;DIP_BRA;SC04_DIP_BRA
P13SR;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;HIGH;MEDIUMHIGH;ARTHROPODA;INSECTA;DIPTERA;BRACHYCERA;3,1;1;3,1;0,515866611;1;SC07;DIP_BRA;SC07_DIP_BRA
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2;0,6;1,2;0,191596593;1;SC05;DIP_NEM;SC05_DIP_NEM
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;3,4;1;3,4;0,63562701;1;SC07;DIP_NEM;SC07_DIP_NEM
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,2;0,8;1,76;0,237648594;1;SC05;DIP_NEM;SC05_DIP_NEM
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,2;0,8;1,76;0,237648594;1;SC05;DIP_NEM;SC05_DIP_NEM
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,6;1,08;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P13SY;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;MEDIUM;MEDIUMMEDIUM;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,2;0,5;1,1;0,237648594;1;SC05;DIP_NEM;SC05_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,8;0,5;0,9;0,150999619;1;SC04;DIP_NEM;SC04_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,6;0,4;0,64;0,115710069;1;SC04;DIP_NEM;SC04_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;0,8;0,2;0,16;0,02415702;1;SC02;DIP_NEM;SC02_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,9;0,6;1,14;0,170625183;1;SC04;DIP_NEM;SC04_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1;0,4;0,4;0,04;1;SC03;DIP_NEM;SC03_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,7;0,8;2,16;0,377521855;1;SC06;DIP_NEM;SC06_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,1;0,3;0,33;0,049614368;1;SC03;DIP_NEM;SC03_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,1;0,7;1,47;0,213931924;1;SC05;DIP_NEM;SC05_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;2,1;0,7;1,47;0,213931924;1;SC05;DIP_NEM;SC05_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,5;0,5;0,75;0,100006041;1;SC04;DIP_NEM;SC04_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;6,2;1,8;11,16;2,470957124;1;SC13;DIP_NEM;SC13_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,3;0,4;0,52;0,072372232;1;SC03;DIP_NEM;SC03_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,3;0,4;0,52;0,072372232;1;SC03;DIP_NEM;SC03_DIP_NEM
P13SG;08/09/2021;15/09/2021;250;P13;Brasschaat;MEDIUM;LOW;MEDIUMLOW;ARTHROPODA;INSECTA;DIPTERA;NEMATOCERA;1,3;0,4;0,52;0,072372232;1;SC03;DIP_NEM;SC03_DIP_NEM
